,age,profession,salary
4911,33.0,5,49119.0
4912,60.0,0,42086.0
4913,55.0,4,48290.0
4914,59.0,0,37506.0
4915,21.0,0,13621.0
4916,61.0,3,58258.0
4917,59.0,2,28208.0
4918,40.0,2,23499.0
4919,50.0,0,38998.0
4920,32.0,3,50761.0
4921,50.0,3,58931.0
4922,56.0,0,36147.0
4923,42.0,2,23546.0
4924,21.0,0,25697.0
4925,39.0,5,49067.0
4926,53.0,4,48040.0
4927,52.0,2,26404.0
4928,42.0,0,40714.0
4929,64.0,5,58396.0
4930,25.0,2,24923.0
4931,27.0,3,48454.0
4932,32.0,4,37417.0
4933,56.0,2,29154.0
4934,54.0,5,58554.0
4935,55.0,1,55653.0
4936,60.0,2,26773.0
4937,40.0,1,56240.0
4938,34.0,2,25094.0
4939,47.0,4,47579.0
4940,38.0,2,26215.0
4941,44.0,5,62153.0
4942,26.0,5,56145.0
4943,38.0,1,50732.0
4944,41.0,4,48445.0
4945,24.0,2,21517.0
4946,65.0,2,29830.0
4947,22.0,1,33040.0
4948,61.0,0,38233.0
4949,24.0,2,23746.0
4950,59.0,4,47044.0
4951,45.0,5,61877.0
4952,29.0,2,27537.0
4953,30.0,0,30824.0
4954,36.0,2,24448.0
4955,56.0,1,54734.0
4956,27.0,5,51088.0
4957,31.0,4,39061.0
4958,51.0,5,51515.0
4959,48.0,1,60837.0
4960,39.0,2,26518.0
4961,23.0,0,17231.0
4962,45.0,0,41888.0
4963,30.0,2,25580.0
4964,48.0,2,26242.0
4965,32.0,4,36357.0
4966,64.0,1,51429.0
4967,47.0,5,62076.0
4968,46.0,4,42735.0
4969,58.0,5,56714.0
4970,65.0,1,57793.0
4971,55.0,3,64342.0
4972,47.0,3,62543.0
4973,59.0,4,41375.0
4974,28.0,5,49642.0
4975,54.0,3,71476.0
4976,51.0,5,66084.0
4977,45.0,2,26053.0
4978,59.0,1,62489.0
4979,52.0,1,59448.0
4980,52.0,2,24446.0
4981,61.0,1,55142.0
4982,51.0,1,55166.0
4983,31.0,2,24437.0
4984,28.0,1,35991.0
4985,43.0,5,50332.0
4986,31.0,1,45532.0
4987,51.0,3,68248.0
4988,58.0,4,45841.0
4989,33.0,5,58014.0
4990,61.0,4,44605.0
4991,54.0,1,57026.0
4992,64.0,3,65076.0
4993,29.0,0,30437.0
4994,41.0,1,59925.0
4995,49.0,5,53449.0
4996,54.0,0,46156.0
4997,61.0,1,56768.0
4998,60.0,0,41256.0
4999,31.0,3,49607.0
5000,39.0,4,48102.0
5001,52.0,0,44333.0
5002,26.0,0,26308.0
5003,63.0,5,65426.0
5004,54.0,1,58096.0
5005,57.0,0,35602.0
5006,61.0,0,36372.0
5007,28.0,5,57747.0
5008,39.0,5,59052.0
5009,49.0,0,40399.0
5010,57.0,1,56625.0
5011,53.0,1,54652.0
5012,25.0,2,22881.0
5013,49.0,4,46801.0
5014,33.0,4,38203.0
5015,38.0,2,25196.0
5016,65.0,4,45852.0
5017,27.0,1,40499.0
5018,25.0,5,43641.0
5019,38.0,3,63324.0
5020,59.0,5,61701.0
5021,27.0,1,43128.0
5022,24.0,5,50090.0
5023,39.0,1,58352.0
5024,48.0,4,49206.0
5025,27.0,0,26113.0
5026,56.0,1,56407.0
5027,58.0,3,65361.0
5028,44.0,3,60776.0
5029,21.0,0,19467.0
5030,43.0,0,37266.0
5031,30.0,5,56537.0
5032,40.0,1,53818.0
5033,54.0,4,46752.0
5034,22.0,1,31941.0
5035,20.0,1,25749.0
5036,26.0,0,28700.0
5037,22.0,3,33998.0
5038,32.0,3,54963.0
5039,38.0,3,65400.0
5040,55.0,4,44975.0
5041,21.0,3,39495.0
5042,36.0,1,49390.0
5043,62.0,2,29094.0
5044,46.0,0,34960.0
5045,57.0,3,66301.0
5046,42.0,2,26170.0
5047,24.0,1,39499.0
5048,28.0,5,51753.0
5049,54.0,2,26380.0
5050,59.0,0,38903.0
5051,41.0,0,43473.0
5052,42.0,1,57469.0
5053,40.0,5,59521.0
5054,21.0,0,18257.0
5055,24.0,2,25085.0
5056,65.0,2,29364.0
5057,22.0,3,38892.0
5058,36.0,3,64138.0
5059,51.0,2,26001.0
5060,39.0,4,44605.0
5061,64.0,0,37427.0
5062,21.0,2,25610.0
5063,59.0,0,36506.0
5064,26.0,1,41076.0
5065,29.0,1,44768.0
5066,44.0,5,58017.0
5067,59.0,4,45838.0
5068,39.0,1,59690.0
5069,33.0,3,47959.0
5070,38.0,4,47707.0
5071,24.0,1,33440.0
5072,58.0,3,62729.0
5073,61.0,2,25618.0
5074,50.0,5,55746.0
5075,40.0,2,24846.0
5076,48.0,4,48430.0
5077,45.0,3,66535.0
5078,22.0,1,32890.0
5079,38.0,2,25332.0
5080,50.0,5,60100.0
5081,58.0,5,68255.0
5082,36.0,1,54146.0
5083,57.0,2,23420.0
5084,54.0,0,34004.0
5085,62.0,2,23831.0
5086,65.0,5,62227.0
5087,22.0,4,28626.0
5088,40.0,2,25489.0
5089,55.0,4,43366.0
5090,57.0,3,60888.0
5091,24.0,2,24221.0
5092,47.0,0,38212.0
5093,60.0,0,36491.0
5094,30.0,3,52418.0
5095,36.0,0,34455.0
5096,38.0,0,41416.0
5097,38.0,1,49772.0
5098,45.0,3,64302.0
5099,23.0,4,28028.0
5100,55.0,5,58399.0
5101,26.0,3,50851.0
5102,57.0,5,55967.0
5103,21.0,1,28484.0
5104,55.0,3,64512.0
5105,36.0,0,40012.0
5106,50.0,0,33115.0
5107,28.0,3,51404.0
5108,44.0,1,57016.0
5109,33.0,3,48330.0
5110,20.0,5,49307.0
5111,53.0,4,48841.0
5112,26.0,2,21864.0
5113,62.0,4,45050.0
5114,44.0,5,51154.0
5115,20.0,1,27737.0
5116,63.0,3,60038.0
5117,26.0,4,36738.0
5118,58.0,3,61577.0
5119,35.0,2,23625.0
5120,46.0,2,23791.0
5121,58.0,3,64362.0
5122,22.0,2,21413.0
5123,51.0,2,26920.0
5124,27.0,5,51509.0
5125,52.0,4,47484.0
5126,27.0,3,54096.0
5127,21.0,1,30666.0
5128,27.0,3,48808.0
5129,48.0,1,57677.0
5130,64.0,0,36810.0
5131,64.0,1,60637.0
5132,54.0,0,36486.0
5133,57.0,4,47815.0
5134,59.0,3,57139.0
5135,44.0,4,48237.0
5136,30.0,5,54667.0
5137,50.0,1,60022.0
5138,26.0,1,41676.0
5139,57.0,0,38517.0
5140,39.0,0,38977.0
5141,32.0,0,30841.0
5142,58.0,3,60335.0
5143,25.0,4,42963.0
5144,64.0,1,54924.0
5145,63.0,3,65999.0
5146,47.0,1,53308.0
5147,52.0,4,48255.0
5148,22.0,4,23373.0
5149,40.0,4,43526.0
5150,60.0,3,66501.0
5151,21.0,5,52429.0
5152,33.0,0,31163.0
5153,36.0,2,24194.0
5154,50.0,0,43099.0
5155,52.0,4,49134.0
5156,23.0,0,26827.0
5157,30.0,2,25745.0
5158,57.0,1,57523.0
5159,29.0,4,39079.0
5160,33.0,2,25630.0
5161,27.0,3,49218.0
5162,54.0,5,58473.0
5163,21.0,5,44665.0
5164,34.0,2,22963.0
5165,44.0,2,23731.0
5166,20.0,1,30984.0
5167,63.0,4,44776.0
5168,59.0,5,57376.0
5169,49.0,3,64345.0
5170,40.0,3,65496.0
5171,27.0,5,54167.0
5172,45.0,1,58281.0
5173,31.0,0,28977.0
5174,49.0,0,41482.0
5175,27.0,3,55643.0
5176,52.0,5,65071.0
5177,35.0,1,47409.0
5178,43.0,4,44736.0
5179,27.0,5,47390.0
5180,32.0,5,53681.0
5181,40.0,4,43213.0
5182,41.0,2,23068.0
5183,65.0,3,68749.0
5184,35.0,3,63837.0
5185,24.0,2,26667.0
5186,44.0,4,43156.0
5187,34.0,4,33801.0
5188,59.0,4,44572.0
5189,29.0,3,54918.0
5190,59.0,3,59788.0
5191,50.0,1,59970.0
5192,28.0,2,18986.0
5193,38.0,4,45582.0
5194,42.0,4,41821.0
5195,43.0,3,64096.0
5196,38.0,3,64987.0
5197,46.0,1,59415.0
5198,52.0,2,28006.0
5199,43.0,3,66598.0
5200,47.0,0,34094.0
5201,59.0,0,38075.0
5202,42.0,3,67117.0
5203,39.0,4,45085.0
5204,31.0,5,52964.0
5205,26.0,2,24939.0
5206,33.0,0,33670.0
5207,38.0,3,64959.0
5208,54.0,1,58537.0
5209,30.0,0,34579.0
5210,52.0,3,62824.0
5211,24.0,4,25828.0
5212,27.0,0,25956.0
5213,35.0,4,36746.0
5214,41.0,3,68090.0
5215,28.0,4,37112.0
5216,25.0,3,49468.0
5217,45.0,2,25310.0
5218,39.0,2,24360.0
5219,39.0,3,62756.0
5220,34.0,1,46716.0
5221,37.0,3,63135.0
5222,28.0,4,37631.0
5223,32.0,1,46247.0
5224,44.0,0,40567.0
5225,44.0,0,43242.0
5226,61.0,3,62181.0
5227,57.0,2,26737.0
5228,20.0,3,37440.0
5229,30.0,4,35935.0
5230,60.0,5,63341.0
5231,34.0,1,53417.0
5232,41.0,0,32311.0
5233,50.0,4,43340.0
5234,44.0,0,43043.0
5235,20.0,3,36131.0
5236,29.0,1,41876.0
5237,25.0,2,24336.0
5238,28.0,0,26819.0
5239,27.0,0,33509.0
5240,48.0,1,54758.0
5241,38.0,2,25218.0
5242,23.0,1,28121.0
5243,24.0,2,26854.0
5244,63.0,0,40492.0
5245,27.0,0,26490.0
5246,31.0,4,33375.0
5247,46.0,4,47752.0
5248,28.0,4,35660.0
5249,29.0,5,54927.0
5250,23.0,4,29049.0
5251,64.0,0,37146.0
5252,47.0,4,52017.0
5253,44.0,1,61290.0
5254,60.0,4,47145.0
5255,47.0,3,66517.0
5256,32.0,5,48965.0
5257,41.0,5,58535.0
5258,41.0,4,47375.0
5259,38.0,5,51948.0
5260,54.0,3,64093.0
5261,25.0,5,52676.0
5262,27.0,0,29035.0
5263,37.0,2,25915.0
5264,23.0,4,27202.0
5265,64.0,5,64311.0
5266,42.0,5,56453.0
5267,22.0,2,20241.0
5268,47.0,3,64073.0
5269,55.0,0,38889.0
5270,38.0,0,36258.0
5271,42.0,4,46166.0
5272,52.0,1,55564.0
5273,31.0,3,48163.0
5274,47.0,1,58695.0
5275,48.0,4,47876.0
5276,56.0,0,41745.0
5277,60.0,3,63830.0
5278,62.0,4,44901.0
5279,26.0,4,35720.0
5280,57.0,1,61858.0
5281,50.0,2,26989.0
5282,37.0,3,63908.0
5283,62.0,1,53227.0
5284,59.0,4,43499.0
5285,55.0,4,47903.0
5286,23.0,4,25706.0
5287,28.0,2,23032.0
5288,61.0,3,66520.0
5289,64.0,1,51905.0
5290,32.0,1,41251.0
5291,32.0,2,24024.0
5292,47.0,1,58477.0
5293,23.0,4,26019.0
5294,47.0,1,59607.0
5295,64.0,5,60281.0
5296,33.0,2,25625.0
5297,53.0,4,49531.0
5298,44.0,0,34139.0
5299,33.0,4,38512.0
5300,39.0,2,24516.0
5301,45.0,4,44974.0
5302,54.0,1,59553.0
5303,44.0,1,62531.0
5304,62.0,5,66475.0
5305,25.0,3,47335.0
5306,63.0,3,60258.0
5307,45.0,3,67499.0
5308,38.0,2,24101.0
5309,23.0,5,47775.0
5310,33.0,3,50231.0
5311,40.0,0,42602.0
5312,62.0,1,54714.0
5313,54.0,5,60375.0
5314,23.0,2,25203.0
5315,35.0,4,35334.0
5316,42.0,0,41908.0
5317,58.0,0,36155.0
5318,55.0,1,55489.0
5319,30.0,3,49824.0
5320,22.0,3,37137.0
5321,26.0,0,30395.0
5322,43.0,5,54502.0
5323,24.0,3,36866.0
5324,31.0,2,22156.0
5325,57.0,2,27015.0
5326,38.0,3,65142.0
5327,65.0,4,48433.0
5328,54.0,0,41219.0
5329,32.0,3,51393.0
5330,20.0,3,39336.0
5331,44.0,4,40007.0
5332,52.0,2,29314.0
5333,41.0,2,24585.0
5334,61.0,4,39045.0
5335,55.0,5,57723.0
5336,43.0,4,45185.0
5337,21.0,5,45123.0
5338,35.0,0,35661.0
5339,42.0,3,62186.0
5340,31.0,4,38141.0
5341,58.0,1,57274.0
5342,39.0,2,24846.0
5343,29.0,5,49617.0
5344,55.0,0,36063.0
5345,47.0,4,49051.0
5346,29.0,1,42833.0
5347,44.0,5,56463.0
5348,51.0,3,64289.0
5349,40.0,0,34580.0
5350,34.0,0,32456.0
5351,51.0,4,50043.0
5352,51.0,4,47265.0
5353,21.0,1,27364.0
5354,31.0,3,52736.0
5355,49.0,3,69143.0
5356,30.0,0,34596.0
5357,63.0,4,42532.0
5358,27.0,0,27341.0
5359,54.0,2,26275.0
5360,65.0,0,38301.0
5361,36.0,1,54194.0
5362,47.0,5,49161.0
5363,25.0,3,35548.0
5364,48.0,4,46141.0
5365,64.0,1,52519.0
5366,64.0,0,36292.0
5367,39.0,3,64228.0
5368,57.0,1,54892.0
5369,57.0,0,38824.0
5370,35.0,2,24973.0
5371,57.0,2,26877.0
5372,27.0,0,31402.0
5373,64.0,3,57867.0
5374,59.0,2,26656.0
5375,43.0,5,65913.0
5376,37.0,0,38914.0
5377,63.0,2,25606.0
5378,23.0,4,25482.0
5379,42.0,2,28318.0
5380,42.0,1,48207.0
5381,37.0,5,54785.0
5382,25.0,1,37501.0
5383,31.0,5,48077.0
5384,64.0,5,64611.0
5385,56.0,4,45396.0
5386,58.0,4,49170.0
5387,43.0,3,64150.0
5388,50.0,4,52916.0
5389,43.0,1,54829.0
5390,50.0,0,37198.0
5391,59.0,3,63381.0
5392,31.0,4,37322.0
5393,63.0,5,61086.0
5394,61.0,4,45767.0
5395,39.0,5,56005.0
5396,64.0,3,64373.0
5397,60.0,1,55692.0
5398,22.0,1,32582.0
5399,22.0,1,36147.0
5400,52.0,5,57754.0
5401,55.0,5,62905.0
5402,31.0,4,37006.0
5403,42.0,5,58392.0
5404,44.0,2,23077.0
5405,40.0,4,45888.0
5406,23.0,1,36019.0
5407,30.0,0,29469.0
5408,57.0,3,67698.0
5409,23.0,4,24120.0
5410,48.0,3,61778.0
5411,49.0,2,23662.0
5412,63.0,3,65516.0
5413,64.0,2,29274.0
5414,63.0,1,55208.0
5415,44.0,1,57851.0
5416,22.0,2,21139.0
5417,32.0,1,47223.0
5418,41.0,0,43161.0
5419,22.0,3,40020.0
5420,22.0,2,25099.0
5421,35.0,0,37782.0
5422,37.0,5,53896.0
5423,46.0,3,67243.0
5424,62.0,0,37902.0
5425,38.0,0,31794.0
5426,22.0,0,18722.0
5427,44.0,2,27891.0
5428,36.0,1,51962.0
5429,61.0,5,62879.0
5430,39.0,2,23327.0
5431,34.0,4,33249.0
5432,53.0,1,56949.0
5433,42.0,0,36703.0
5434,45.0,2,27411.0
5435,27.0,4,35055.0
5436,37.0,4,46637.0
5437,22.0,1,29466.0
5438,54.0,1,57742.0
5439,31.0,2,21099.0
5440,25.0,2,24498.0
5441,47.0,1,60893.0
5442,46.0,5,51566.0
5443,34.0,5,56519.0
5444,63.0,2,25350.0
5445,49.0,0,35831.0
5446,62.0,2,28625.0
5447,34.0,5,52062.0
5448,45.0,5,60732.0
5449,39.0,4,48050.0
5450,39.0,4,45821.0
5451,22.0,2,22828.0
5452,30.0,2,21542.0
5453,59.0,5,61842.0
5454,58.0,1,55294.0
5455,25.0,2,22080.0
5456,21.0,5,46458.0
5457,25.0,4,26318.0
5458,49.0,0,38701.0
5459,31.0,4,40685.0
5460,54.0,0,34073.0
5461,20.0,1,26720.0
5462,52.0,5,61363.0
5463,60.0,0,35432.0
5464,22.0,1,33090.0
5465,59.0,5,58058.0
5466,61.0,4,45175.0
5467,44.0,1,58259.0
5468,33.0,2,23016.0
5469,45.0,5,55406.0
5470,34.0,3,48507.0
5471,62.0,1,52025.0
5472,44.0,0,41115.0
5473,56.0,2,28377.0
5474,47.0,1,56205.0
5475,33.0,2,23242.0
5476,43.0,0,36761.0
5477,60.0,2,26399.0
5478,37.0,1,50991.0
5479,35.0,5,55337.0
5480,63.0,1,50710.0
5481,35.0,1,50172.0
5482,59.0,1,57464.0
5483,28.0,3,49277.0
5484,56.0,4,46169.0
5485,48.0,1,58357.0
5486,25.0,4,35580.0
5487,23.0,0,18409.0
5488,33.0,1,44659.0
5489,50.0,1,54902.0
5490,36.0,4,45031.0
5491,32.0,3,59567.0
5492,46.0,2,26012.0
5493,63.0,3,66431.0
5494,25.0,1,39858.0
5495,49.0,1,56353.0
5496,61.0,4,45241.0
5497,44.0,5,57039.0
5498,63.0,0,41853.0
5499,47.0,2,26416.0
5500,50.0,5,54527.0
5501,56.0,4,41618.0
5502,29.0,1,42496.0
5503,45.0,0,35131.0
5504,48.0,3,61381.0
5505,25.0,4,42131.0
5506,40.0,1,56501.0
5507,55.0,1,52073.0
5508,22.0,4,27646.0
5509,39.0,3,64106.0
5510,27.0,1,40478.0
5511,28.0,5,53559.0
5512,43.0,5,59442.0
5513,21.0,4,25216.0
5514,39.0,5,55124.0
5515,21.0,2,20662.0
5516,62.0,0,37493.0
5517,60.0,4,45520.0
5518,30.0,3,50702.0
5519,23.0,2,20227.0
5520,31.0,1,45910.0
5521,21.0,0,25781.0
5522,53.0,1,54710.0
5523,46.0,3,66304.0
5524,44.0,1,59794.0
5525,58.0,5,59897.0
5526,56.0,2,26654.0
5527,38.0,0,39598.0
5528,47.0,3,60576.0
5529,40.0,4,49404.0
5530,48.0,1,57187.0
5531,27.0,5,48912.0
5532,34.0,4,36212.0
5533,31.0,3,44207.0
5534,28.0,0,22123.0
5535,39.0,2,25898.0
5536,53.0,5,58735.0
5537,38.0,1,49436.0
5538,64.0,5,64958.0
5539,34.0,1,49462.0
5540,63.0,3,64680.0
5541,29.0,2,22568.0
5542,34.0,0,35188.0
5543,27.0,3,53030.0
5544,31.0,2,24494.0
5545,27.0,1,39789.0
5546,48.0,1,60689.0
5547,29.0,2,18878.0
5548,24.0,0,22302.0
5549,32.0,3,55739.0
5550,51.0,0,37609.0
5551,39.0,1,57200.0
5552,27.0,3,51972.0
5553,23.0,4,22639.0
5554,53.0,2,27375.0
5555,52.0,3,64190.0
5556,41.0,5,58213.0
5557,44.0,3,62174.0
5558,31.0,4,40088.0
5559,42.0,2,24811.0
5560,53.0,1,55651.0
5561,55.0,2,29317.0
5562,35.0,2,27383.0
5563,51.0,3,64227.0
5564,42.0,0,39205.0
5565,53.0,4,49355.0
5566,51.0,0,37350.0
5567,54.0,4,49035.0
5568,27.0,2,21213.0
5569,34.0,4,37351.0
5570,32.0,1,51938.0
5571,40.0,1,56881.0
5572,41.0,1,53040.0
5573,50.0,4,50339.0
5574,46.0,1,59186.0
5575,46.0,2,28272.0
5576,48.0,0,35735.0
5577,32.0,1,46122.0
5578,30.0,5,54539.0
5579,30.0,0,30909.0
5580,55.0,5,56940.0
5581,24.0,4,24280.0
5582,34.0,5,52345.0
5583,33.0,3,55266.0
5584,47.0,4,52515.0
5585,62.0,5,61674.0
5586,60.0,4,45336.0
5587,25.0,3,34563.0
5588,44.0,2,26120.0
5589,22.0,5,46720.0
5590,56.0,1,57130.0
5591,37.0,3,64630.0
5592,30.0,0,30046.0
5593,42.0,3,65385.0
5594,40.0,0,38133.0
5595,62.0,0,37060.0
5596,21.0,1,25231.0
5597,63.0,4,50318.0
5598,31.0,4,40974.0
5599,27.0,3,54369.0
5600,53.0,3,66964.0
5601,44.0,1,56751.0
5602,60.0,0,35909.0
5603,44.0,0,45708.0
5604,43.0,0,33991.0
5605,29.0,2,26512.0
5606,63.0,4,42693.0
5607,50.0,0,39376.0
5608,47.0,2,28545.0
5609,56.0,3,64217.0
5610,25.0,0,26173.0
5611,59.0,3,65019.0
5612,43.0,2,25995.0
5613,56.0,5,58770.0
5614,52.0,2,27523.0
5615,40.0,3,67867.0
5616,55.0,5,54250.0
5617,52.0,4,47167.0
5618,20.0,3,34145.0
5619,52.0,3,66434.0
5620,43.0,2,24646.0
5621,58.0,4,43596.0
5622,56.0,1,54045.0
5623,28.0,1,39058.0
5624,21.0,4,26178.0
5625,29.0,2,23499.0
5626,53.0,3,69242.0
5627,59.0,0,37052.0
5628,52.0,2,24570.0
5629,57.0,3,60841.0
5630,46.0,3,65361.0
5631,43.0,1,56738.0
5632,64.0,0,33029.0
5633,24.0,3,36698.0
5634,39.0,2,24115.0
5635,33.0,5,50081.0
5636,25.0,0,28673.0
5637,47.0,4,46910.0
5638,32.0,2,25912.0
5639,41.0,1,59207.0
5640,26.0,4,36220.0
5641,38.0,3,65023.0
5642,29.0,0,31969.0
5643,60.0,3,58953.0
5644,44.0,1,51033.0
5645,56.0,5,61172.0
5646,42.0,1,56961.0
5647,22.0,4,25119.0
5648,51.0,1,60944.0
5649,22.0,1,31413.0
5650,38.0,0,37518.0
5651,45.0,5,58438.0
5652,55.0,3,60757.0
5653,60.0,0,34851.0
5654,29.0,0,31538.0
5655,50.0,1,60057.0
5656,41.0,2,25858.0
5657,55.0,0,37827.0
5658,62.0,2,28254.0
5659,44.0,1,54295.0
5660,33.0,5,48629.0
5661,56.0,2,29376.0
5662,44.0,0,46079.0
5663,60.0,1,54564.0
5664,45.0,4,46144.0
5665,62.0,0,32289.0
5666,21.0,0,17345.0
5667,53.0,0,37959.0
5668,36.0,0,34553.0
5669,50.0,5,52206.0
5670,62.0,5,67946.0
5671,49.0,4,43448.0
5672,54.0,0,42709.0
5673,27.0,4,33930.0
5674,28.0,4,36635.0
5675,46.0,4,48447.0
5676,39.0,4,50298.0
5677,25.0,4,42182.0
5678,53.0,2,24665.0
5679,51.0,0,44183.0
5680,24.0,4,24284.0
5681,22.0,5,50141.0
5682,37.0,3,71954.0
5683,48.0,2,26752.0
5684,60.0,5,59215.0
5685,40.0,2,28014.0
5686,24.0,2,25459.0
5687,58.0,5,61141.0
5688,26.0,5,48741.0
5689,49.0,1,54829.0
5690,39.0,1,50966.0
5691,61.0,1,55116.0
5692,52.0,0,38818.0
5693,20.0,5,47826.0
5694,37.0,5,55438.0
5695,28.0,3,56279.0
5696,33.0,4,38790.0
5697,38.0,2,26361.0
5698,44.0,5,61273.0
5699,56.0,5,56829.0
5700,24.0,4,28567.0
5701,40.0,5,54962.0
5702,58.0,0,37942.0
5703,39.0,5,51346.0
5704,43.0,2,27272.0
5705,55.0,1,57340.0
5706,52.0,5,59231.0
5707,43.0,5,56556.0
5708,64.0,0,37177.0
5709,22.0,3,41102.0
5710,22.0,5,48478.0
5711,39.0,4,45456.0
5712,27.0,2,23366.0
5713,30.0,0,27096.0
5714,27.0,2,22724.0
5715,51.0,3,65896.0
5716,39.0,5,56932.0
5717,58.0,1,51797.0
5718,31.0,1,52634.0
5719,48.0,5,53111.0
5720,30.0,5,50890.0
5721,21.0,3,40786.0
5722,51.0,2,25053.0
5723,27.0,3,52782.0
5724,51.0,0,41375.0
5725,51.0,1,61097.0
5726,50.0,3,60526.0
5727,47.0,2,25798.0
5728,60.0,1,54321.0
5729,23.0,3,39003.0
5730,62.0,3,62605.0
5731,23.0,4,25450.0
5732,42.0,3,66068.0
5733,62.0,3,61390.0
5734,32.0,3,54421.0
5735,58.0,0,39205.0
5736,47.0,2,23736.0
5737,59.0,2,30156.0
5738,22.0,3,39829.0
5739,45.0,1,51991.0
5740,28.0,4,35687.0
5741,21.0,3,34272.0
5742,51.0,1,56446.0
5743,54.0,2,28810.0
5744,53.0,4,46319.0
5745,53.0,0,34330.0
5746,56.0,2,26287.0
5747,41.0,1,55415.0
5748,36.0,1,50149.0
5749,55.0,3,70941.0
5750,50.0,1,54367.0
5751,29.0,3,50062.0
5752,40.0,2,28221.0
5753,28.0,0,29620.0
5754,55.0,5,64056.0
5755,31.0,3,50597.0
5756,48.0,1,57477.0
5757,53.0,3,69439.0
5758,65.0,5,59693.0
5759,39.0,0,38337.0
5760,59.0,5,66141.0
5761,50.0,0,39437.0
5762,20.0,5,44795.0
5763,38.0,2,22623.0
5764,38.0,1,52063.0
5765,25.0,4,42404.0
5766,40.0,0,34159.0
5767,25.0,0,23744.0
5768,58.0,2,28031.0
5769,36.0,5,58616.0
5770,28.0,1,46785.0
5771,47.0,3,66059.0
5772,59.0,2,26579.0
5773,62.0,4,46005.0
5774,60.0,5,65657.0
5775,60.0,5,61540.0
5776,36.0,1,45841.0
5777,43.0,1,55448.0
5778,37.0,5,53872.0
5779,62.0,3,64246.0
5780,24.0,1,36951.0
5781,45.0,2,27566.0
5782,31.0,1,44649.0
5783,58.0,0,39243.0
5784,35.0,2,21321.0
5785,59.0,4,43450.0
5786,62.0,3,69756.0
5787,28.0,0,27387.0
5788,54.0,0,41244.0
5789,36.0,5,52461.0
5790,38.0,4,45609.0
5791,32.0,4,38684.0
5792,48.0,5,55354.0
5793,35.0,3,72112.0
5794,53.0,2,30215.0
5795,55.0,3,56812.0
5796,38.0,3,61178.0
5797,20.0,5,46967.0
5798,23.0,3,40028.0
5799,32.0,0,29640.0
5800,63.0,3,58714.0
5801,38.0,4,48690.0
5802,53.0,5,62455.0
5803,62.0,1,53336.0
5804,35.0,5,46634.0
5805,45.0,0,43123.0
5806,58.0,4,45114.0
5807,48.0,1,59128.0
5808,25.0,0,27578.0
5809,55.0,1,60022.0
5810,61.0,3,61679.0
5811,55.0,1,56372.0
5812,54.0,3,69708.0
5813,54.0,4,50613.0
5814,48.0,5,57904.0
5815,31.0,3,55327.0
5816,61.0,3,62454.0
5817,26.0,5,47127.0
5818,57.0,0,41138.0
5819,36.0,4,44178.0
5820,50.0,5,54906.0
5821,56.0,4,44927.0
5822,56.0,5,63961.0
5823,27.0,5,53106.0
5824,47.0,3,69463.0
5825,30.0,4,35503.0
5826,25.0,2,21480.0
5827,43.0,0,36272.0
5828,64.0,0,34176.0
5829,64.0,1,53748.0
5830,46.0,4,52248.0
5831,55.0,2,27603.0
5832,31.0,4,35362.0
5833,30.0,1,50416.0
5834,52.0,4,47121.0
5835,55.0,5,59083.0
5836,53.0,1,58690.0
5837,25.0,3,34897.0
5838,36.0,3,63251.0
5839,22.0,5,49069.0
5840,55.0,2,27533.0
5841,34.0,2,24128.0
5842,39.0,4,47888.0
5843,46.0,5,57217.0
5844,20.0,0,21865.0
5845,36.0,0,33883.0
5846,53.0,5,54985.0
5847,33.0,2,24546.0
5848,46.0,3,61342.0
5849,64.0,5,59529.0
5850,25.0,2,22667.0
5851,32.0,2,21308.0
5852,51.0,5,53796.0
5853,47.0,4,46380.0
5854,64.0,4,43427.0
5855,22.0,2,23985.0
5856,60.0,4,42641.0
5857,42.0,4,43293.0
5858,30.0,5,56468.0
5859,43.0,3,66678.0
5860,39.0,5,51678.0
5861,28.0,4,35721.0
5862,30.0,4,37656.0
5863,33.0,3,43652.0
5864,45.0,2,26115.0
5865,24.0,3,29605.0
5866,24.0,5,49537.0
5867,35.0,3,53316.0
5868,52.0,4,47653.0
5869,64.0,3,54292.0
5870,21.0,3,36174.0
5871,64.0,4,45739.0
5872,51.0,0,38015.0
5873,61.0,0,39195.0
5874,44.0,0,34902.0
5875,41.0,4,44516.0
5876,55.0,5,63355.0
5877,45.0,2,27640.0
5878,60.0,0,40751.0
5879,60.0,0,35528.0
5880,44.0,2,24843.0
5881,46.0,3,61918.0
5882,41.0,1,49085.0
5883,51.0,3,74176.0
5884,51.0,0,43474.0
5885,49.0,4,43889.0
5886,23.0,1,36386.0
5887,63.0,5,62452.0
5888,35.0,4,48219.0
5889,31.0,2,21954.0
5890,29.0,5,52993.0
5891,23.0,5,50442.0
5892,41.0,1,58109.0
5893,22.0,3,39098.0
5894,27.0,3,45846.0
5895,20.0,2,22606.0
5896,28.0,5,53897.0
5897,65.0,4,42633.0
5898,44.0,4,45557.0
5899,23.0,1,32540.0
5900,45.0,5,55421.0
5901,47.0,5,62617.0
5902,45.0,5,54367.0
5903,35.0,2,23378.0
5904,50.0,5,54132.0
5905,26.0,0,23303.0
5906,30.0,1,39753.0
5907,65.0,3,65628.0
5908,39.0,4,42062.0
5909,27.0,0,31003.0
